code,region,country,year,month,imports_usd
112,CIS counrties,Belarus,1997,Mar,120.78800000000001
398,CIS counrties,Kazakhstan,1997,Mar,56.94
417,CIS counrties,Kyrgyzstan,1997,Mar,0
498,CIS counrties,Moldova,1997,Mar,1.527
643,CIS counrties,Russia,1997,Mar,2496.8570000000013
762,CIS counrties,Tajikistan,1997,Mar,4.375
795,CIS counrties,Turkmenistan,1997,Mar,797.894
804,CIS counrties,Ukraine,1997,Mar,546.0390000000002
860,CIS counrties,Uzbekistan,1997,Mar,34.075
4,Other countries,Afghanistan,1997,Mar,0
8,Other countries,Albania,1997,Mar,0
12,Other countries,Algeria,1997,Mar,0
20,Other countries,Andorra,1997,Mar,0
24,Other countries,Angola,1997,Mar,0
660,Other countries,Anguilla,1997,Mar,0
28,Other countries,Antigua and Barbuda,1997,Mar,0
32,Other countries,Argentina,1997,Mar,0
36,Other countries,Australia,1997,Mar,0
44,Other countries,Bahamas,1997,Mar,0
48,Other countries,Bahrain,1997,Mar,0
50,Other countries,Bangladesh,1997,Mar,0
52,Other countries,Barbados,1997,Mar,0
84,Other countries,Belize,1997,Mar,0
204,Other countries,Benin,1997,Mar,0
64,Other countries,Bhutan,1997,Mar,0
68,Other countries,Bolivia,1997,Mar,0
70,Other countries,Bosnia and Herzegovina,1997,Mar,0
72,Other countries,Botswana,1997,Mar,0
76,Other countries,Brazil,1997,Mar,0
854,Other countries,Burkina Faso,1997,Mar,0
116,Other countries,Cambodia,1997,Mar,0
120,Other countries,Cameroon,1997,Mar,0
124,Other countries,Canada,1997,Mar,0
136,Other countries,Cayman Islands,1997,Mar,0
140,Other countries,Central African Republic,1997,Mar,0
148,Other countries,Chad,1997,Mar,0
152,Other countries,Chile,1997,Mar,0
156,Other countries,China,1997,Mar,0
170,Other countries,Colombia,1997,Mar,10.6
178,Other countries,Congo,1997,Mar,0
188,Other countries,Costa Rica,1997,Mar,0
384,Other countries,Cote d'ivoire,1997,Mar,0
192,Other countries,Cuba,1997,Mar,0
262,Other countries,Djibouti,1997,Mar,0
212,Other countries,Dominica,1997,Mar,0
214,Other countries,Dominican Republic,1997,Mar,0
218,Other countries,Ecuador,1997,Mar,0
818,Other countries,Egypt,1997,Mar,0
222,Other countries,EL Salvador,1997,Mar,0
226,Other countries,Equatorial Guinea,1997,Mar,0
231,Other countries,Ethiopia,1997,Mar,0
258,Other countries,French Polynesia,1997,Mar,0
266,Other countries,Gabon,1997,Mar,0
270,Other countries,Gambia,1997,Mar,0
288,Other countries,Ghana,1997,Mar,0
292,Other countries,Gibraltar,1997,Mar,0
312,Other countries,Guadeloupe,1997,Mar,0
320,Other countries,Guatemala,1997,Mar,0
324,Other countries,Guinea,1997,Mar,0
624,Other countries,Guinea-Bissau,1997,Mar,0
332,Other countries,Haiti,1997,Mar,0
336,Other countries,Holy See (Vatican City State),1997,Mar,0
340,Other countries,Honduras,1997,Mar,0
344,Other countries,"Hong Kong, SAR of China",1997,Mar,0
352,Other countries,Iceland,1997,Mar,0
356,Other countries,India,1997,Mar,0
360,Other countries,Indonesia,1997,Mar,0
364,Other countries,Iran,1997,Mar,93.522
368,Other countries,Iraq,1997,Mar,0
376,Other countries,Israel,1997,Mar,24.576999999999998
388,Other countries,Jamaica,1997,Mar,0
392,Other countries,Japan,1997,Mar,0
400,Other countries,Jordan,1997,Mar,0
404,Other countries,Kenya,1997,Mar,0
410,Other countries,"Korea, Republic of",1997,Mar,0
408,Other countries,"Korea, Democratic People's Republic of",1997,Mar,0
414,Other countries,Kuwait,1997,Mar,0
422,Other countries,Lebanon,1997,Mar,0
430,Other countries,Liberia,1997,Mar,0
434,Other countries,Libya,1997,Mar,0
438,Other countries,Liechtenstein,1997,Mar,0
418,Other countries,Lao,1997,Mar,0
807,Other countries,Macedonia (FYR),1997,Mar,0
450,Other countries,Madagascar,1997,Mar,0
446,Other countries,Macau,1997,Mar,0
454,Other countries,Malawi,1997,Mar,0
458,Other countries,Malaysia,1997,Mar,0
462,Other countries,Maldives,1997,Mar,0
466,Other countries,Mali,1997,Mar,0
584,Other countries,Marshall Islands,1997,Mar,0
474,Other countries,Martinique,1997,Mar,0
480,Other countries,Mauritius,1997,Mar,0
484,Other countries,Mexico,1997,Mar,0
492,Other countries,Monaco,1997,Mar,0
496,Other countries,Mongolia,1997,Mar,0
499,Other countries,Montenegro,1997,Mar,0
504,Other countries,Morocco,1997,Mar,0
508,Other countries,Mozambique,1997,Mar,0
104,Other countries,Myanmar,1997,Mar,0
524,Other countries,Nepal,1997,Mar,0
554,Other countries,New Zealand,1997,Mar,0
558,Other countries,Nicaragua,1997,Mar,0
562,Other countries,Niger,1997,Mar,0
566,Other countries,Nigeria,1997,Mar,0
578,Other countries,Norway,1997,Mar,0
512,Other countries,Oman,1997,Mar,0
586,Other countries,Pakistan,1997,Mar,0
275,Other countries,State of Palestine,1997,Mar,0
591,Other countries,Panama,1997,Mar,0
600,Other countries,Paraguay,1997,Mar,0
604,Other countries,Peru,1997,Mar,0
608,Other countries,Philippines,1997,Mar,0
634,Other countries,Qatar,1997,Mar,0
646,Other countries,Rwanda,1997,Mar,0
670,Other countries,Saint Vincent and the Grenadines,1997,Mar,0
674,Other countries,San Marino,1997,Mar,0
682,Other countries,Saudi Arabia,1997,Mar,0
686,Other countries,Senegal,1997,Mar,0
688,Other countries,Serbia,1997,Mar,0
891,Other countries,Serbia and  Montenegro,1997,Mar,6.6
690,Other countries,Seychelles,1997,Mar,0
694,Other countries,Sierra Leone,1997,Mar,0
702,Other countries,Singapore,1997,Mar,0
706,Other countries,Somalia,1997,Mar,0
710,Other countries,South Africa,1997,Mar,0
144,Other countries,Sri Lanka,1997,Mar,0
729,Other countries,Sudan,1997,Mar,0
756,Other countries,Switzerland,1997,Mar,0
760,Other countries,Syrian,1997,Mar,0
158,Other countries,"Taiwan, Province of China",1997,Mar,0
834,Other countries,Tanzania,1997,Mar,0
764,Other countries,Thailand,1997,Mar,0
768,Other countries,Togo,1997,Mar,0
780,Other countries,Trinidad and Tobago,1997,Mar,0
788,Other countries,Tunisia,1997,Mar,0
792,Other countries,Turkey,1997,Mar,3638.7080000000005
796,Other countries,Turks and Caicos Islands,1997,Mar,0
800,Other countries,Uganda,1997,Mar,0
784,Other countries,United Arab Emirates,1997,Mar,0
840,Other countries,United States,1997,Mar,131.921
858,Other countries,Uruguay,1997,Mar,0
862,Other countries,Venezuela,1997,Mar,0
704,Other countries,Viet Nam,1997,Mar,0
92,Other countries,"Virgin Islands, British",1997,Mar,0
850,Other countries,"Virgin Islands, U.S",1997,Mar,0
887,Other countries,Yemen,1997,Mar,0
894,Other countries,Zambia,1997,Mar,0
716,Other countries,Zimbabwe,1997,Mar,0
40,EU countries,Austria,1997,Apr,0
56,EU countries,Belgium,1997,Apr,74.29
100,EU countries,Bulgaria,1997,Apr,1555.1699999999998
191,EU countries,Croatia,1997,Apr,0
196,EU countries,Cyprus,1997,Apr,0
203,EU countries,Czech Republic,1997,Apr,0
208,EU countries,Denmark,1997,Apr,0
233,EU countries,Estonia,1997,Apr,0
246,EU countries,Finland,1997,Apr,0
250,EU countries,France,1997,Apr,0.764
276,EU countries,Germany,1997,Apr,794.726
300,EU countries,Greece,1997,Apr,10
348,EU countries,Hungary,1997,Apr,3.5169999999999995
372,EU countries,Ireland,1997,Apr,0
380,EU countries,Italy,1997,Apr,102.168
428,EU countries,Latvia,1997,Apr,0
440,EU countries,Lithuania,1997,Apr,5.3
442,EU countries,Luxembourg,1997,Apr,0
470,EU countries,Malta,1997,Apr,0
528,EU countries,Netherlands,1997,Apr,170.29
616,EU countries,Poland,1997,Apr,25.478
620,EU countries,Portugal,1997,Apr,8.052
642,EU countries,Romania,1997,Apr,0
703,EU countries,Slovakia,1997,Apr,0
705,EU countries,Slovenia,1997,Apr,0
724,EU countries,Spain,1997,Apr,28
752,EU countries,Sweden,1997,Apr,0
826,EU countries,United Kingdom,1997,Apr,523.503
51,CIS counrties,Armenia,1997,Apr,2025.234
31,CIS counrties,Azerbaijan,1997,Apr,1534.6119999999999
112,CIS counrties,Belarus,1997,Apr,12.426
398,CIS counrties,Kazakhstan,1997,Apr,147.07500000000002
417,CIS counrties,Kyrgyzstan,1997,Apr,0
498,CIS counrties,Moldova,1997,Apr,30.863999999999997
643,CIS counrties,Russia,1997,Apr,3934.8310000000015
762,CIS counrties,Tajikistan,1997,Apr,19.204
795,CIS counrties,Turkmenistan,1997,Apr,311.991
804,CIS counrties,Ukraine,1997,Apr,364.16200000000003
860,CIS counrties,Uzbekistan,1997,Apr,254.62800000000001
4,Other countries,Afghanistan,1997,Apr,0
8,Other countries,Albania,1997,Apr,0
12,Other countries,Algeria,1997,Apr,0
20,Other countries,Andorra,1997,Apr,0
24,Other countries,Angola,1997,Apr,0
660,Other countries,Anguilla,1997,Apr,0
28,Other countries,Antigua and Barbuda,1997,Apr,0
32,Other countries,Argentina,1997,Apr,0
36,Other countries,Australia,1997,Apr,0
44,Other countries,Bahamas,1997,Apr,0
48,Other countries,Bahrain,1997,Apr,0
50,Other countries,Bangladesh,1997,Apr,0
52,Other countries,Barbados,1997,Apr,0
84,Other countries,Belize,1997,Apr,0
204,Other countries,Benin,1997,Apr,0
64,Other countries,Bhutan,1997,Apr,0
68,Other countries,Bolivia,1997,Apr,0
70,Other countries,Bosnia and Herzegovina,1997,Apr,0
72,Other countries,Botswana,1997,Apr,0
76,Other countries,Brazil,1997,Apr,0
854,Other countries,Burkina Faso,1997,Apr,0
116,Other countries,Cambodia,1997,Apr,0
120,Other countries,Cameroon,1997,Apr,0
124,Other countries,Canada,1997,Apr,0
136,Other countries,Cayman Islands,1997,Apr,0
140,Other countries,Central African Republic,1997,Apr,0
148,Other countries,Chad,1997,Apr,0
152,Other countries,Chile,1997,Apr,0
156,Other countries,China,1997,Apr,527.008
170,Other countries,Colombia,1997,Apr,0
178,Other countries,Congo,1997,Apr,0
188,Other countries,Costa Rica,1997,Apr,0
384,Other countries,Cote d'ivoire,1997,Apr,0
192,Other countries,Cuba,1997,Apr,0
262,Other countries,Djibouti,1997,Apr,0
212,Other countries,Dominica,1997,Apr,0
214,Other countries,Dominican Republic,1997,Apr,0
218,Other countries,Ecuador,1997,Apr,0
818,Other countries,Egypt,1997,Apr,0
222,Other countries,EL Salvador,1997,Apr,0
226,Other countries,Equatorial Guinea,1997,Apr,0
231,Other countries,Ethiopia,1997,Apr,0
258,Other countries,French Polynesia,1997,Apr,0
266,Other countries,Gabon,1997,Apr,0
270,Other countries,Gambia,1997,Apr,0
288,Other countries,Ghana,1997,Apr,0
292,Other countries,Gibraltar,1997,Apr,0
312,Other countries,Guadeloupe,1997,Apr,0
320,Other countries,Guatemala,1997,Apr,0
324,Other countries,Guinea,1997,Apr,0
624,Other countries,Guinea-Bissau,1997,Apr,0
332,Other countries,Haiti,1997,Apr,0
336,Other countries,Holy See (Vatican City State),1997,Apr,0
340,Other countries,Honduras,1997,Apr,0
344,Other countries,"Hong Kong, SAR of China",1997,Apr,0
352,Other countries,Iceland,1997,Apr,0
356,Other countries,India,1997,Apr,0
360,Other countries,Indonesia,1997,Apr,0
364,Other countries,Iran,1997,Apr,554.471
368,Other countries,Iraq,1997,Apr,0
376,Other countries,Israel,1997,Apr,0
388,Other countries,Jamaica,1997,Apr,0
392,Other countries,Japan,1997,Apr,0
400,Other countries,Jordan,1997,Apr,0
404,Other countries,Kenya,1997,Apr,22.054
410,Other countries,"Korea, Republic of",1997,Apr,0
408,Other countries,"Korea, Democratic People's Republic of",1997,Apr,0
414,Other countries,Kuwait,1997,Apr,0
422,Other countries,Lebanon,1997,Apr,0
430,Other countries,Liberia,1997,Apr,0
434,Other countries,Libya,1997,Apr,0
438,Other countries,Liechtenstein,1997,Apr,0
418,Other countries,Lao,1997,Apr,0
807,Other countries,Macedonia (FYR),1997,Apr,0
450,Other countries,Madagascar,1997,Apr,0
446,Other countries,Macau,1997,Apr,0
454,Other countries,Malawi,1997,Apr,0
458,Other countries,Malaysia,1997,Apr,0
462,Other countries,Maldives,1997,Apr,0
466,Other countries,Mali,1997,Apr,0
584,Other countries,Marshall Islands,1997,Apr,0
474,Other countries,Martinique,1997,Apr,0
480,Other countries,Mauritius,1997,Apr,0
484,Other countries,Mexico,1997,Apr,0
492,Other countries,Monaco,1997,Apr,0
496,Other countries,Mongolia,1997,Apr,0
499,Other countries,Montenegro,1997,Apr,0
504,Other countries,Morocco,1997,Apr,0
508,Other countries,Mozambique,1997,Apr,0
104,Other countries,Myanmar,1997,Apr,0
524,Other countries,Nepal,1997,Apr,0
554,Other countries,New Zealand,1997,Apr,0
558,Other countries,Nicaragua,1997,Apr,0
562,Other countries,Niger,1997,Apr,0
566,Other countries,Nigeria,1997,Apr,0
578,Other countries,Norway,1997,Apr,0
512,Other countries,Oman,1997,Apr,0
586,Other countries,Pakistan,1997,Apr,0
275,Other countries,State of Palestine,1997,Apr,0
591,Other countries,Panama,1997,Apr,0
600,Other countries,Paraguay,1997,Apr,0
604,Other countries,Peru,1997,Apr,0
608,Other countries,Philippines,1997,Apr,0
634,Other countries,Qatar,1997,Apr,0
646,Other countries,Rwanda,1997,Apr,0
670,Other countries,Saint Vincent and the Grenadines,1997,Apr,0
674,Other countries,San Marino,1997,Apr,0
682,Other countries,Saudi Arabia,1997,Apr,0
686,Other countries,Senegal,1997,Apr,0
688,Other countries,Serbia,1997,Apr,0
891,Other countries,Serbia and  Montenegro,1997,Apr,0
690,Other countries,Seychelles,1997,Apr,0
694,Other countries,Sierra Leone,1997,Apr,0
702,Other countries,Singapore,1997,Apr,0
706,Other countries,Somalia,1997,Apr,0
710,Other countries,South Africa,1997,Apr,0
144,Other countries,Sri Lanka,1997,Apr,0
729,Other countries,Sudan,1997,Apr,0
756,Other countries,Switzerland,1997,Apr,3045.089
760,Other countries,Syrian,1997,Apr,0
158,Other countries,"Taiwan, Province of China",1997,Apr,0
834,Other countries,Tanzania,1997,Apr,0
764,Other countries,Thailand,1997,Apr,0
768,Other countries,Togo,1997,Apr,0
780,Other countries,Trinidad and Tobago,1997,Apr,0
788,Other countries,Tunisia,1997,Apr,0
792,Other countries,Turkey,1997,Apr,1228.1780000000003
796,Other countries,Turks and Caicos Islands,1997,Apr,0
800,Other countries,Uganda,1997,Apr,0
784,Other countries,United Arab Emirates,1997,Apr,0
840,Other countries,United States,1997,Apr,58.471999999999994
858,Other countries,Uruguay,1997,Apr,0
862,Other countries,Venezuela,1997,Apr,0
704,Other countries,Viet Nam,1997,Apr,0
92,Other countries,"Virgin Islands, British",1997,Apr,0
850,Other countries,"Virgin Islands, U.S",1997,Apr,0
887,Other countries,Yemen,1997,Apr,0
894,Other countries,Zambia,1997,Apr,0
716,Other countries,Zimbabwe,1997,Apr,0
40,EU countries,Austria,1997,May,0
56,EU countries,Belgium,1997,May,76
100,EU countries,Bulgaria,1997,May,146.528
191,EU countries,Croatia,1997,May,0
196,EU countries,Cyprus,1997,May,0
203,EU countries,Czech Republic,1997,May,0
208,EU countries,Denmark,1997,May,0
233,EU countries,Estonia,1997,May,0
246,EU countries,Finland,1997,May,0
250,EU countries,France,1997,May,0
276,EU countries,Germany,1997,May,46.673
300,EU countries,Greece,1997,May,0
348,EU countries,Hungary,1997,May,0
372,EU countries,Ireland,1997,May,0
380,EU countries,Italy,1997,May,77.47500000000001
428,EU countries,Latvia,1997,May,0
440,EU countries,Lithuania,1997,May,109.11
442,EU countries,Luxembourg,1997,May,0
470,EU countries,Malta,1997,May,0
528,EU countries,Netherlands,1997,May,1.269
616,EU countries,Poland,1997,May,55.03
620,EU countries,Portugal,1997,May,12.04
642,EU countries,Romania,1997,May,0
703,EU countries,Slovakia,1997,May,0
705,EU countries,Slovenia,1997,May,0
724,EU countries,Spain,1997,May,20.015
752,EU countries,Sweden,1997,May,0
826,EU countries,United Kingdom,1997,May,315
51,CIS counrties,Armenia,1997,May,2368.2909999999997
31,CIS counrties,Azerbaijan,1997,May,2749.1770000000006
112,CIS counrties,Belarus,1997,May,59.834999999999994
398,CIS counrties,Kazakhstan,1997,May,136.538
417,CIS counrties,Kyrgyzstan,1997,May,37.364000000000004
498,CIS counrties,Moldova,1997,May,23.08
643,CIS counrties,Russia,1997,May,7913.013
762,CIS counrties,Tajikistan,1997,May,15.405
795,CIS counrties,Turkmenistan,1997,May,1315.4850000000004
804,CIS counrties,Ukraine,1997,May,556.943
860,CIS counrties,Uzbekistan,1997,May,239.751
4,Other countries,Afghanistan,1997,May,0
8,Other countries,Albania,1997,May,0
12,Other countries,Algeria,1997,May,0
20,Other countries,Andorra,1997,May,0
24,Other countries,Angola,1997,May,0
660,Other countries,Anguilla,1997,May,0
28,Other countries,Antigua and Barbuda,1997,May,0
32,Other countries,Argentina,1997,May,0
36,Other countries,Australia,1997,May,0.067
44,Other countries,Bahamas,1997,May,0
48,Other countries,Bahrain,1997,May,0
50,Other countries,Bangladesh,1997,May,0
52,Other countries,Barbados,1997,May,0
84,Other countries,Belize,1997,May,0
204,Other countries,Benin,1997,May,0
64,Other countries,Bhutan,1997,May,0
68,Other countries,Bolivia,1997,May,0
70,Other countries,Bosnia and Herzegovina,1997,May,0
72,Other countries,Botswana,1997,May,0
76,Other countries,Brazil,1997,May,0
854,Other countries,Burkina Faso,1997,May,0
116,Other countries,Cambodia,1997,May,0
120,Other countries,Cameroon,1997,May,0
124,Other countries,Canada,1997,May,0
136,Other countries,Cayman Islands,1997,May,0
140,Other countries,Central African Republic,1997,May,0
148,Other countries,Chad,1997,May,0
152,Other countries,Chile,1997,May,0
156,Other countries,China,1997,May,81.724
170,Other countries,Colombia,1997,May,0
178,Other countries,Congo,1997,May,0
188,Other countries,Costa Rica,1997,May,0
384,Other countries,Cote d'ivoire,1997,May,0
192,Other countries,Cuba,1997,May,0
262,Other countries,Djibouti,1997,May,0
212,Other countries,Dominica,1997,May,0
214,Other countries,Dominican Republic,1997,May,0
218,Other countries,Ecuador,1997,May,0
818,Other countries,Egypt,1997,May,70.186
222,Other countries,EL Salvador,1997,May,0
226,Other countries,Equatorial Guinea,1997,May,0
231,Other countries,Ethiopia,1997,May,0
258,Other countries,French Polynesia,1997,May,0
266,Other countries,Gabon,1997,May,0
270,Other countries,Gambia,1997,May,0
288,Other countries,Ghana,1997,May,0
292,Other countries,Gibraltar,1997,May,0
312,Other countries,Guadeloupe,1997,May,0
320,Other countries,Guatemala,1997,May,0
324,Other countries,Guinea,1997,May,0
624,Other countries,Guinea-Bissau,1997,May,0
332,Other countries,Haiti,1997,May,0
336,Other countries,Holy See (Vatican City State),1997,May,0
340,Other countries,Honduras,1997,May,0
344,Other countries,"Hong Kong, SAR of China",1997,May,0
352,Other countries,Iceland,1997,May,0
356,Other countries,India,1997,May,0
360,Other countries,Indonesia,1997,May,0
364,Other countries,Iran,1997,May,301.385
368,Other countries,Iraq,1997,May,0
376,Other countries,Israel,1997,May,9.231
388,Other countries,Jamaica,1997,May,0
392,Other countries,Japan,1997,May,0
400,Other countries,Jordan,1997,May,0
404,Other countries,Kenya,1997,May,0
410,Other countries,"Korea, Republic of",1997,May,0
408,Other countries,"Korea, Democratic People's Republic of",1997,May,0
414,Other countries,Kuwait,1997,May,0
422,Other countries,Lebanon,1997,May,0
430,Other countries,Liberia,1997,May,0
434,Other countries,Libya,1997,May,0
438,Other countries,Liechtenstein,1997,May,0
418,Other countries,Lao,1997,May,0
807,Other countries,Macedonia (FYR),1997,May,0
450,Other countries,Madagascar,1997,May,0
446,Other countries,Macau,1997,May,0
454,Other countries,Malawi,1997,May,0
458,Other countries,Malaysia,1997,May,0
462,Other countries,Maldives,1997,May,0
466,Other countries,Mali,1997,May,0
584,Other countries,Marshall Islands,1997,May,0
474,Other countries,Martinique,1997,May,0
480,Other countries,Mauritius,1997,May,0
484,Other countries,Mexico,1997,May,0
492,Other countries,Monaco,1997,May,0
496,Other countries,Mongolia,1997,May,106.434
499,Other countries,Montenegro,1997,May,0
504,Other countries,Morocco,1997,May,0
508,Other countries,Mozambique,1997,May,0
104,Other countries,Myanmar,1997,May,0
524,Other countries,Nepal,1997,May,0
554,Other countries,New Zealand,1997,May,0
558,Other countries,Nicaragua,1997,May,0
562,Other countries,Niger,1997,May,0
566,Other countries,Nigeria,1997,May,0
578,Other countries,Norway,1997,May,0
512,Other countries,Oman,1997,May,0
586,Other countries,Pakistan,1997,May,0
275,Other countries,State of Palestine,1997,May,0
591,Other countries,Panama,1997,May,0
600,Other countries,Paraguay,1997,May,0
604,Other countries,Peru,1997,May,0
608,Other countries,Philippines,1997,May,0
634,Other countries,Qatar,1997,May,0
646,Other countries,Rwanda,1997,May,0
670,Other countries,Saint Vincent and the Grenadines,1997,May,0
674,Other countries,San Marino,1997,May,0
682,Other countries,Saudi Arabia,1997,May,0
686,Other countries,Senegal,1997,May,0
688,Other countries,Serbia,1997,May,0
891,Other countries,Serbia and  Montenegro,1997,May,0
690,Other countries,Seychelles,1997,May,0
694,Other countries,Sierra Leone,1997,May,0
702,Other countries,Singapore,1997,May,0
706,Other countries,Somalia,1997,May,0
710,Other countries,South Africa,1997,May,0
144,Other countries,Sri Lanka,1997,May,0
729,Other countries,Sudan,1997,May,0
756,Other countries,Switzerland,1997,May,1939.216
760,Other countries,Syrian,1997,May,0
158,Other countries,"Taiwan, Province of China",1997,May,0
834,Other countries,Tanzania,1997,May,0
764,Other countries,Thailand,1997,May,0
768,Other countries,Togo,1997,May,0
780,Other countries,Trinidad and Tobago,1997,May,0
788,Other countries,Tunisia,1997,May,0
792,Other countries,Turkey,1997,May,3270.8160000000007
796,Other countries,Turks and Caicos Islands,1997,May,0
800,Other countries,Uganda,1997,May,0
784,Other countries,United Arab Emirates,1997,May,16.400000000000002
840,Other countries,United States,1997,May,164.317
858,Other countries,Uruguay,1997,May,0
862,Other countries,Venezuela,1997,May,0
704,Other countries,Viet Nam,1997,May,0
92,Other countries,"Virgin Islands, British",1997,May,0
850,Other countries,"Virgin Islands, U.S",1997,May,0
887,Other countries,Yemen,1997,May,0
894,Other countries,Zambia,1997,May,0
716,Other countries,Zimbabwe,1997,May,0
40,EU countries,Austria,1997,Jun,0
56,EU countries,Belgium,1997,Jun,80.776
100,EU countries,Bulgaria,1997,Jun,137.5
191,EU countries,Croatia,1997,Jun,0
196,EU countries,Cyprus,1997,Jun,0
203,EU countries,Czech Republic,1997,Jun,0
208,EU countries,Denmark,1997,Jun,0
233,EU countries,Estonia,1997,Jun,55.772
246,EU countries,Finland,1997,Jun,0
250,EU countries,France,1997,Jun,0
276,EU countries,Germany,1997,Jun,1665.5639999999999
300,EU countries,Greece,1997,Jun,0
348,EU countries,Hungary,1997,Jun,0
372,EU countries,Ireland,1997,Jun,0
380,EU countries,Italy,1997,Jun,22.639
428,EU countries,Latvia,1997,Jun,0
440,EU countries,Lithuania,1997,Jun,70.967
442,EU countries,Luxembourg,1997,Jun,0
470,EU countries,Malta,1997,Jun,0
528,EU countries,Netherlands,1997,Jun,0
616,EU countries,Poland,1997,Jun,22.12
620,EU countries,Portugal,1997,Jun,41.431999999999995
642,EU countries,Romania,1997,Jun,109.703
703,EU countries,Slovakia,1997,Jun,0
705,EU countries,Slovenia,1997,Jun,0
724,EU countries,Spain,1997,Jun,0
752,EU countries,Sweden,1997,Jun,0
826,EU countries,United Kingdom,1997,Jun,391.573
51,CIS counrties,Armenia,1997,Jun,1676.5199999999998
31,CIS counrties,Azerbaijan,1997,Jun,3175.9970000000008
112,CIS counrties,Belarus,1997,Jun,34.36300000000001
398,CIS counrties,Kazakhstan,1997,Jun,631.9480000000001
417,CIS counrties,Kyrgyzstan,1997,Jun,35
498,CIS counrties,Moldova,1997,Jun,10.231
643,CIS counrties,Russia,1997,Jun,8437.445
762,CIS counrties,Tajikistan,1997,Jun,132.59199999999998
795,CIS counrties,Turkmenistan,1997,Jun,251.217
804,CIS counrties,Ukraine,1997,Jun,617.9259999999999
860,CIS counrties,Uzbekistan,1997,Jun,67.12700000000001
4,Other countries,Afghanistan,1997,Jun,0
8,Other countries,Albania,1997,Jun,0
12,Other countries,Algeria,1997,Jun,0
20,Other countries,Andorra,1997,Jun,0
24,Other countries,Angola,1997,Jun,0
660,Other countries,Anguilla,1997,Jun,1162.945
28,Other countries,Antigua and Barbuda,1997,Jun,0
32,Other countries,Argentina,1997,Jun,0
36,Other countries,Australia,1997,Jun,0.017
44,Other countries,Bahamas,1997,Jun,0
48,Other countries,Bahrain,1997,Jun,0
50,Other countries,Bangladesh,1997,Jun,0
52,Other countries,Barbados,1997,Jun,0
84,Other countries,Belize,1997,Jun,0
204,Other countries,Benin,1997,Jun,0
64,Other countries,Bhutan,1997,Jun,0
68,Other countries,Bolivia,1997,Jun,0
70,Other countries,Bosnia and Herzegovina,1997,Jun,0
72,Other countries,Botswana,1997,Jun,0
76,Other countries,Brazil,1997,Jun,0
854,Other countries,Burkina Faso,1997,Jun,0
116,Other countries,Cambodia,1997,Jun,0
120,Other countries,Cameroon,1997,Jun,0
124,Other countries,Canada,1997,Jun,0
136,Other countries,Cayman Islands,1997,Jun,0
140,Other countries,Central African Republic,1997,Jun,0
148,Other countries,Chad,1997,Jun,0
152,Other countries,Chile,1997,Jun,0
156,Other countries,China,1997,Jun,12.446
170,Other countries,Colombia,1997,Jun,0
178,Other countries,Congo,1997,Jun,0
188,Other countries,Costa Rica,1997,Jun,0
384,Other countries,Cote d'ivoire,1997,Jun,0
192,Other countries,Cuba,1997,Jun,0
262,Other countries,Djibouti,1997,Jun,0
212,Other countries,Dominica,1997,Jun,0
214,Other countries,Dominican Republic,1997,Jun,0
218,Other countries,Ecuador,1997,Jun,0
818,Other countries,Egypt,1997,Jun,0
222,Other countries,EL Salvador,1997,Jun,0
226,Other countries,Equatorial Guinea,1997,Jun,0
231,Other countries,Ethiopia,1997,Jun,0
258,Other countries,French Polynesia,1997,Jun,0
266,Other countries,Gabon,1997,Jun,0
270,Other countries,Gambia,1997,Jun,0
288,Other countries,Ghana,1997,Jun,0
292,Other countries,Gibraltar,1997,Jun,0
312,Other countries,Guadeloupe,1997,Jun,0
320,Other countries,Guatemala,1997,Jun,0
324,Other countries,Guinea,1997,Jun,0
624,Other countries,Guinea-Bissau,1997,Jun,0
332,Other countries,Haiti,1997,Jun,0
336,Other countries,Holy See (Vatican City State),1997,Jun,0
340,Other countries,Honduras,1997,Jun,0
344,Other countries,"Hong Kong, SAR of China",1997,Jun,0
352,Other countries,Iceland,1997,Jun,0
356,Other countries,India,1997,Jun,304.632
360,Other countries,Indonesia,1997,Jun,0
364,Other countries,Iran,1997,Jun,382.63799999999986
368,Other countries,Iraq,1997,Jun,0
376,Other countries,Israel,1997,Jun,0.08
388,Other countries,Jamaica,1997,Jun,0
392,Other countries,Japan,1997,Jun,0
400,Other countries,Jordan,1997,Jun,0
404,Other countries,Kenya,1997,Jun,0
410,Other countries,"Korea, Republic of",1997,Jun,0
408,Other countries,"Korea, Democratic People's Republic of",1997,Jun,0
414,Other countries,Kuwait,1997,Jun,0
422,Other countries,Lebanon,1997,Jun,0
430,Other countries,Liberia,1997,Jun,0
434,Other countries,Libya,1997,Jun,0
438,Other countries,Liechtenstein,1997,Jun,0
418,Other countries,Lao,1997,Jun,0
807,Other countries,Macedonia (FYR),1997,Jun,0
450,Other countries,Madagascar,1997,Jun,0
446,Other countries,Macau,1997,Jun,0
454,Other countries,Malawi,1997,Jun,0
458,Other countries,Malaysia,1997,Jun,0
462,Other countries,Maldives,1997,Jun,0
466,Other countries,Mali,1997,Jun,0
584,Other countries,Marshall Islands,1997,Jun,0
474,Other countries,Martinique,1997,Jun,0
480,Other countries,Mauritius,1997,Jun,0
484,Other countries,Mexico,1997,Jun,0
492,Other countries,Monaco,1997,Jun,0
496,Other countries,Mongolia,1997,Jun,27.9
