code,region,country,year,month,imports_usd
328,Other countries,Guyana,1997,Aug,0
332,Other countries,Haiti,1997,Aug,0
336,Other countries,Holy See (Vatican City State),1997,Aug,0
340,Other countries,Honduras,1997,Aug,0
344,Other countries,"Hong Kong, SAR of China",1997,Aug,0.01
352,Other countries,Iceland,1997,Aug,0
356,Other countries,India,1997,Aug,0
360,Other countries,Indonesia,1997,Aug,0
364,Other countries,Iran,1997,Aug,859.4319999999997
368,Other countries,Iraq,1997,Aug,0
376,Other countries,Israel,1997,Aug,324.951
388,Other countries,Jamaica,1997,Aug,0
392,Other countries,Japan,1997,Aug,32.025999999999996
400,Other countries,Jordan,1997,Aug,0
404,Other countries,Kenya,1997,Aug,0
410,Other countries,"Korea, Republic of",1997,Aug,13.622
408,Other countries,"Korea, Democratic People's Republic of",1997,Aug,0.576
414,Other countries,Kuwait,1997,Aug,3.308
418,Other countries,Lao,1997,Aug,0
422,Other countries,Lebanon,1997,Aug,101.85900000000001
430,Other countries,Liberia,1997,Aug,0
434,Other countries,Libya,1997,Aug,0
438,Other countries,Liechtenstein,1997,Aug,2.149
446,Other countries,Macau,1997,Aug,0
807,Other countries,Macedonia (FYR),1997,Aug,0
450,Other countries,Madagascar,1997,Aug,0
454,Other countries,Malawi,1997,Aug,0
458,Other countries,Malaysia,1997,Aug,0
462,Other countries,Maldives,1997,Aug,0
466,Other countries,Mali,1997,Aug,0
584,Other countries,Marshall Islands,1997,Aug,0
478,Other countries,Mauritania,1997,Aug,0
480,Other countries,Mauritius,1997,Aug,0
484,Other countries,Mexico,1997,Aug,0
492,Other countries,Monaco,1997,Aug,0
496,Other countries,Mongolia,1997,Aug,0
499,Other countries,Montenegro,1997,Aug,0
504,Other countries,Morocco,1997,Aug,0
508,Other countries,Mozambique,1997,Aug,0
104,Other countries,Myanmar,1997,Aug,0
516,Other countries,Namibia,1997,Aug,0
520,Other countries,Nauru,1997,Aug,0
524,Other countries,Nepal,1997,Aug,0
530,Other countries,Netherlands Antilles,1997,Aug,0
554,Other countries,New Zealand,1997,Aug,0
558,Other countries,Nicaragua,1997,Aug,0
562,Other countries,Niger,1997,Aug,0
566,Other countries,Nigeria,1997,Aug,0
570,Other countries,Niue,1997,Aug,0
578,Other countries,Norway,1997,Aug,0
512,Other countries,Oman,1997,Aug,0
586,Other countries,Pakistan,1997,Aug,0
591,Other countries,Panama,1997,Aug,0
600,Other countries,Paraguay,1997,Aug,0
604,Other countries,Peru,1997,Aug,0
608,Other countries,Philippines,1997,Aug,0
630,Other countries,Puerto Rico,1997,Aug,0
634,Other countries,Qatar,1997,Aug,0
646,Other countries,Rwanda,1997,Aug,0
654,Other countries,Saint Helena,1997,Aug,0
674,Other countries,San Marino,1997,Aug,0
682,Other countries,Saudi Arabia,1997,Aug,22.08
686,Other countries,Senegal,1997,Aug,0
688,Other countries,Serbia,1997,Aug,0
891,Other countries,Serbia and  Montenegro,1997,Aug,142.251
690,Other countries,Seychelles,1997,Aug,0
694,Other countries,Sierra Leone,1997,Aug,0
702,Other countries,Singapore,1997,Aug,0
706,Other countries,Somalia,1997,Aug,0
710,Other countries,South Africa,1997,Aug,0
144,Other countries,Sri Lanka,1997,Aug,5.712
729,Other countries,Sudan,1997,Aug,0
740,Other countries,Suriname,1997,Aug,0
748,Other countries,Swaziland,1997,Aug,0
756,Other countries,Switzerland,1997,Aug,193.273
760,Other countries,Syrian,1997,Aug,62.873999999999995
158,Other countries,"Taiwan, Province of China",1997,Aug,0
834,Other countries,Tanzania,1997,Aug,0
764,Other countries,Thailand,1997,Aug,0
626,Other countries,Timor-LESTE,1997,Aug,0
768,Other countries,Togo,1997,Aug,0
776,Other countries,Tonga,1997,Aug,3.259
780,Other countries,Trinidad and Tobago,1997,Aug,0
788,Other countries,Tunisia,1997,Aug,0
792,Other countries,Turkey,1997,Aug,17964.912999999997
796,Other countries,Turks and Caicos Islands,1997,Aug,0
798,Other countries,Tuvalu,1997,Aug,0
800,Other countries,Uganda,1997,Aug,0
784,Other countries,United Arab Emirates,1997,Aug,2556.5920000000024
840,Other countries,United States,1997,Aug,3660.2649999999994
858,Other countries,Uruguay,1997,Aug,0
862,Other countries,Venezuela,1997,Aug,0
704,Other countries,Viet Nam,1997,Aug,0
92,Other countries,"Virgin Islands, British",1997,Aug,8600.017
850,Other countries,"Virgin Islands, U.S",1997,Aug,0
732,Other countries,Western Sahara,1997,Aug,0
887,Other countries,Yemen,1997,Aug,0
894,Other countries,Zambia,1997,Aug,0
716,Other countries,Zimbabwe,1997,Aug,0
40,EU countries,Austria,1997,Sep,419.44199999999995
56,EU countries,Belgium,1997,Sep,3241.0430000000015
100,EU countries,Bulgaria,1997,Sep,4218.566000000001
191,EU countries,Croatia,1997,Sep,0
196,EU countries,Cyprus,1997,Sep,35.203
203,EU countries,Czech Republic,1997,Sep,75.45499999999998
208,EU countries,Denmark,1997,Sep,581.7900000000001
233,EU countries,Estonia,1997,Sep,33.859
246,EU countries,Finland,1997,Sep,1365.8080000000002
250,EU countries,France,1997,Sep,2732.3940000000007
276,EU countries,Germany,1997,Sep,4194.169999999997
300,EU countries,Greece,1997,Sep,2193.014
348,EU countries,Hungary,1997,Sep,947.2090000000002
372,EU countries,Ireland,1997,Sep,25.392000000000003
380,EU countries,Italy,1997,Sep,6213.359000000001
428,EU countries,Latvia,1997,Sep,232.014
440,EU countries,Lithuania,1997,Sep,117.338
442,EU countries,Luxembourg,1997,Sep,1.743
470,EU countries,Malta,1997,Sep,25.371000000000006
528,EU countries,Netherlands,1997,Sep,4697.521999999999
616,EU countries,Poland,1997,Sep,114.797
620,EU countries,Portugal,1997,Sep,1.625
642,EU countries,Romania,1997,Sep,2469.4350000000004
703,EU countries,Slovakia,1997,Sep,56.371
705,EU countries,Slovenia,1997,Sep,0
724,EU countries,Spain,1997,Sep,47.373
752,EU countries,Sweden,1997,Sep,253.99
826,EU countries,United Kingdom,1997,Sep,1918.1389999999992
51,CIS counrties,Armenia,1997,Sep,2871.2129999999997
31,CIS counrties,Azerbaijan,1997,Sep,11694.746000000001
112,CIS counrties,Belarus,1997,Sep,152.099
398,CIS counrties,Kazakhstan,1997,Sep,71.851
417,CIS counrties,Kyrgyzstan,1997,Sep,0
498,CIS counrties,Moldova,1997,Sep,21.712
643,CIS counrties,Russia,1997,Sep,11519.449999999997
762,CIS counrties,Tajikistan,1997,Sep,0
795,CIS counrties,Turkmenistan,1997,Sep,264.36400000000003
804,CIS counrties,Ukraine,1997,Sep,1478.1880000000003
860,CIS counrties,Uzbekistan,1997,Sep,16.971
4,Other countries,Afghanistan,1997,Sep,0
8,Other countries,Albania,1997,Sep,0
12,Other countries,Algeria,1997,Sep,0
20,Other countries,Andorra,1997,Sep,0
24,Other countries,Angola,1997,Sep,0
660,Other countries,Anguilla,1997,Sep,0
28,Other countries,Antigua and Barbuda,1997,Sep,0
32,Other countries,Argentina,1997,Sep,0
36,Other countries,Australia,1997,Sep,73.545
44,Other countries,Bahamas,1997,Sep,0
48,Other countries,Bahrain,1997,Sep,0
50,Other countries,Bangladesh,1997,Sep,0
52,Other countries,Barbados,1997,Sep,0
84,Other countries,Belize,1997,Sep,0
204,Other countries,Benin,1997,Sep,0
60,Other countries,Bermuda,1997,Sep,0
64,Other countries,Bhutan,1997,Sep,0
70,Other countries,Bosnia and Herzegovina,1997,Sep,0
72,Other countries,Botswana,1997,Sep,0
76,Other countries,Brazil,1997,Sep,0
86,Other countries,British Indian Ocean Territory,1997,Sep,0
96,Other countries,Brunei Darussalam,1997,Sep,0
854,Other countries,Burkina Faso,1997,Sep,0
108,Other countries,Burundi,1997,Sep,0
116,Other countries,Cambodia,1997,Sep,0
120,Other countries,Cameroon,1997,Sep,0
124,Other countries,Canada,1997,Sep,640.739
132,Other countries,Cape Verde,1997,Sep,0
136,Other countries,Cayman Islands,1997,Sep,0
140,Other countries,Central African Republic,1997,Sep,0
152,Other countries,Chile,1997,Sep,0
156,Other countries,China,1997,Sep,201.93699999999998
162,Other countries,Christmas Island,1997,Sep,0
170,Other countries,Colombia,1997,Sep,0
178,Other countries,Congo,1997,Sep,0
180,Other countries,Congo DR,1997,Sep,0
188,Other countries,Costa Rica,1997,Sep,0
384,Other countries,Cote d'ivoire,1997,Sep,0
192,Other countries,Cuba,1997,Sep,0
262,Other countries,Djibouti,1997,Sep,0
212,Other countries,Dominica,1997,Sep,0
214,Other countries,Dominican Republic,1997,Sep,0
218,Other countries,Ecuador,1997,Sep,21.115
818,Other countries,Egypt,1997,Sep,0
222,Other countries,EL Salvador,1997,Sep,0
226,Other countries,Equatorial Guinea,1997,Sep,0
231,Other countries,Ethiopia,1997,Sep,0
238,Other countries,Falkland Islands (Malvinas),1997,Sep,0
234,Other countries,Faroe Islands,1997,Sep,0
260,Other countries,Franch Southern Territories,1997,Sep,0
254,Other countries,French Guiana,1997,Sep,0
258,Other countries,French Polynesia,1997,Sep,0
266,Other countries,Gabon,1997,Sep,0
270,Other countries,Gambia,1997,Sep,0
288,Other countries,Ghana,1997,Sep,0
292,Other countries,Gibraltar,1997,Sep,0
308,Other countries,Grenada,1997,Sep,0
320,Other countries,Guatemala,1997,Sep,0
324,Other countries,Guinea,1997,Sep,0
328,Other countries,Guyana,1997,Sep,0
332,Other countries,Haiti,1997,Sep,0
336,Other countries,Holy See (Vatican City State),1997,Sep,0
340,Other countries,Honduras,1997,Sep,0
344,Other countries,"Hong Kong, SAR of China",1997,Sep,234
352,Other countries,Iceland,1997,Sep,0
356,Other countries,India,1997,Sep,80.362
360,Other countries,Indonesia,1997,Sep,0
364,Other countries,Iran,1997,Sep,334.7079999999999
368,Other countries,Iraq,1997,Sep,0
376,Other countries,Israel,1997,Sep,1789.7050000000004
388,Other countries,Jamaica,1997,Sep,0
392,Other countries,Japan,1997,Sep,110.22500000000001
400,Other countries,Jordan,1997,Sep,0
404,Other countries,Kenya,1997,Sep,0
410,Other countries,"Korea, Republic of",1997,Sep,22.483
408,Other countries,"Korea, Democratic People's Republic of",1997,Sep,39.916
414,Other countries,Kuwait,1997,Sep,2.616
418,Other countries,Lao,1997,Sep,0
422,Other countries,Lebanon,1997,Sep,634.393
430,Other countries,Liberia,1997,Sep,0
434,Other countries,Libya,1997,Sep,0
438,Other countries,Liechtenstein,1997,Sep,11.02
446,Other countries,Macau,1997,Sep,0
807,Other countries,Macedonia (FYR),1997,Sep,0
450,Other countries,Madagascar,1997,Sep,0
454,Other countries,Malawi,1997,Sep,0
458,Other countries,Malaysia,1997,Sep,0
462,Other countries,Maldives,1997,Sep,0
466,Other countries,Mali,1997,Sep,0
584,Other countries,Marshall Islands,1997,Sep,0
478,Other countries,Mauritania,1997,Sep,0
480,Other countries,Mauritius,1997,Sep,0
484,Other countries,Mexico,1997,Sep,0
492,Other countries,Monaco,1997,Sep,19.527
496,Other countries,Mongolia,1997,Sep,0
499,Other countries,Montenegro,1997,Sep,0
504,Other countries,Morocco,1997,Sep,0
508,Other countries,Mozambique,1997,Sep,0
104,Other countries,Myanmar,1997,Sep,0
516,Other countries,Namibia,1997,Sep,0
520,Other countries,Nauru,1997,Sep,0
524,Other countries,Nepal,1997,Sep,0
530,Other countries,Netherlands Antilles,1997,Sep,0
554,Other countries,New Zealand,1997,Sep,0
558,Other countries,Nicaragua,1997,Sep,0
562,Other countries,Niger,1997,Sep,0
566,Other countries,Nigeria,1997,Sep,0
570,Other countries,Niue,1997,Sep,0
578,Other countries,Norway,1997,Sep,254.09099999999998
512,Other countries,Oman,1997,Sep,0
586,Other countries,Pakistan,1997,Sep,0
591,Other countries,Panama,1997,Sep,160.736
600,Other countries,Paraguay,1997,Sep,0
604,Other countries,Peru,1997,Sep,0
608,Other countries,Philippines,1997,Sep,0
630,Other countries,Puerto Rico,1997,Sep,0
634,Other countries,Qatar,1997,Sep,0
646,Other countries,Rwanda,1997,Sep,0
654,Other countries,Saint Helena,1997,Sep,0
674,Other countries,San Marino,1997,Sep,0
682,Other countries,Saudi Arabia,1997,Sep,0
686,Other countries,Senegal,1997,Sep,0
688,Other countries,Serbia,1997,Sep,0
891,Other countries,Serbia and  Montenegro,1997,Sep,65.63
690,Other countries,Seychelles,1997,Sep,0
694,Other countries,Sierra Leone,1997,Sep,0
702,Other countries,Singapore,1997,Sep,5.15
706,Other countries,Somalia,1997,Sep,0
710,Other countries,South Africa,1997,Sep,0
144,Other countries,Sri Lanka,1997,Sep,0
729,Other countries,Sudan,1997,Sep,0
740,Other countries,Suriname,1997,Sep,0
748,Other countries,Swaziland,1997,Sep,0
756,Other countries,Switzerland,1997,Sep,1484.854
760,Other countries,Syrian,1997,Sep,56.686
158,Other countries,"Taiwan, Province of China",1997,Sep,0
834,Other countries,Tanzania,1997,Sep,0
764,Other countries,Thailand,1997,Sep,0
626,Other countries,Timor-LESTE,1997,Sep,0
768,Other countries,Togo,1997,Sep,0
776,Other countries,Tonga,1997,Sep,0
780,Other countries,Trinidad and Tobago,1997,Sep,0
788,Other countries,Tunisia,1997,Sep,0
792,Other countries,Turkey,1997,Sep,11523.103000000001
796,Other countries,Turks and Caicos Islands,1997,Sep,0
798,Other countries,Tuvalu,1997,Sep,0
800,Other countries,Uganda,1997,Sep,0
784,Other countries,United Arab Emirates,1997,Sep,1472.3210000000001
840,Other countries,United States,1997,Sep,11930.451080000003
858,Other countries,Uruguay,1997,Sep,0
862,Other countries,Venezuela,1997,Sep,0
704,Other countries,Viet Nam,1997,Sep,0
92,Other countries,"Virgin Islands, British",1997,Sep,1850.634
850,Other countries,"Virgin Islands, U.S",1997,Sep,0
732,Other countries,Western Sahara,1997,Sep,0
887,Other countries,Yemen,1997,Sep,0
894,Other countries,Zambia,1997,Sep,0
716,Other countries,Zimbabwe,1997,Sep,0
40,EU countries,Austria,1997,Oct,1096.0599999999997
56,EU countries,Belgium,1997,Oct,896.3639999999999
100,EU countries,Bulgaria,1997,Oct,2517.464999999998
191,EU countries,Croatia,1997,Oct,0
196,EU countries,Cyprus,1997,Oct,0
203,EU countries,Czech Republic,1997,Oct,143.91299999999998
208,EU countries,Denmark,1997,Oct,314.75300000000004
233,EU countries,Estonia,1997,Oct,49.543
246,EU countries,Finland,1997,Oct,764.687
250,EU countries,France,1997,Oct,1845.6460000000004
276,EU countries,Germany,1997,Oct,3392.7589999999964
300,EU countries,Greece,1997,Oct,4715.490999999999
348,EU countries,Hungary,1997,Oct,897.5840000000002
372,EU countries,Ireland,1997,Oct,45.337999999999994
380,EU countries,Italy,1997,Oct,4178.920000000002
428,EU countries,Latvia,1997,Oct,1.948
440,EU countries,Lithuania,1997,Oct,324.967
442,EU countries,Luxembourg,1997,Oct,27.968
470,EU countries,Malta,1997,Oct,21.096
528,EU countries,Netherlands,1997,Oct,1459.4820000000009
616,EU countries,Poland,1997,Oct,58.16100000000001
620,EU countries,Portugal,1997,Oct,22.825000000000003
642,EU countries,Romania,1997,Oct,3434.286
703,EU countries,Slovakia,1997,Oct,104.709
705,EU countries,Slovenia,1997,Oct,0
724,EU countries,Spain,1997,Oct,28.316
752,EU countries,Sweden,1997,Oct,28.862
826,EU countries,United Kingdom,1997,Oct,2493.2200000000007
51,CIS counrties,Armenia,1997,Oct,834.8390000000003
31,CIS counrties,Azerbaijan,1997,Oct,8763.315999999999
112,CIS counrties,Belarus,1997,Oct,458.05800000000005
398,CIS counrties,Kazakhstan,1997,Oct,351.99999999999994
417,CIS counrties,Kyrgyzstan,1997,Oct,59.985
498,CIS counrties,Moldova,1997,Oct,40.44
643,CIS counrties,Russia,1997,Oct,5262.169999999995
762,CIS counrties,Tajikistan,1997,Oct,0
795,CIS counrties,Turkmenistan,1997,Oct,435.645
804,CIS counrties,Ukraine,1997,Oct,7227.404
860,CIS counrties,Uzbekistan,1997,Oct,5.996
4,Other countries,Afghanistan,1997,Oct,0
8,Other countries,Albania,1997,Oct,0
12,Other countries,Algeria,1997,Oct,0
20,Other countries,Andorra,1997,Oct,0
24,Other countries,Angola,1997,Oct,0
660,Other countries,Anguilla,1997,Oct,0
28,Other countries,Antigua and Barbuda,1997,Oct,0
32,Other countries,Argentina,1997,Oct,0
36,Other countries,Australia,1997,Oct,2.856
44,Other countries,Bahamas,1997,Oct,0
48,Other countries,Bahrain,1997,Oct,0
50,Other countries,Bangladesh,1997,Oct,0
52,Other countries,Barbados,1997,Oct,0
84,Other countries,Belize,1997,Oct,0
204,Other countries,Benin,1997,Oct,0
60,Other countries,Bermuda,1997,Oct,0
64,Other countries,Bhutan,1997,Oct,0
70,Other countries,Bosnia and Herzegovina,1997,Oct,0
72,Other countries,Botswana,1997,Oct,0
76,Other countries,Brazil,1997,Oct,39.300999999999995
86,Other countries,British Indian Ocean Territory,1997,Oct,0
96,Other countries,Brunei Darussalam,1997,Oct,0
854,Other countries,Burkina Faso,1997,Oct,0
108,Other countries,Burundi,1997,Oct,0
116,Other countries,Cambodia,1997,Oct,0
120,Other countries,Cameroon,1997,Oct,0
124,Other countries,Canada,1997,Oct,66.957
132,Other countries,Cape Verde,1997,Oct,0
136,Other countries,Cayman Islands,1997,Oct,0
140,Other countries,Central African Republic,1997,Oct,0
152,Other countries,Chile,1997,Oct,0
156,Other countries,China,1997,Oct,476.62100000000004
162,Other countries,Christmas Island,1997,Oct,0
170,Other countries,Colombia,1997,Oct,0
178,Other countries,Congo,1997,Oct,0
180,Other countries,Congo DR,1997,Oct,0
188,Other countries,Costa Rica,1997,Oct,28
384,Other countries,Cote d'ivoire,1997,Oct,0
192,Other countries,Cuba,1997,Oct,0
262,Other countries,Djibouti,1997,Oct,0
212,Other countries,Dominica,1997,Oct,0
214,Other countries,Dominican Republic,1997,Oct,0
218,Other countries,Ecuador,1997,Oct,42.181
818,Other countries,Egypt,1997,Oct,16.989
222,Other countries,EL Salvador,1997,Oct,0
226,Other countries,Equatorial Guinea,1997,Oct,0
231,Other countries,Ethiopia,1997,Oct,0
238,Other countries,Falkland Islands (Malvinas),1997,Oct,0
234,Other countries,Faroe Islands,1997,Oct,0
260,Other countries,Franch Southern Territories,1997,Oct,0
254,Other countries,French Guiana,1997,Oct,0
258,Other countries,French Polynesia,1997,Oct,0
266,Other countries,Gabon,1997,Oct,0
270,Other countries,Gambia,1997,Oct,0
288,Other countries,Ghana,1997,Oct,0
292,Other countries,Gibraltar,1997,Oct,0
308,Other countries,Grenada,1997,Oct,0
320,Other countries,Guatemala,1997,Oct,0
324,Other countries,Guinea,1997,Oct,0
328,Other countries,Guyana,1997,Oct,0
332,Other countries,Haiti,1997,Oct,0
336,Other countries,Holy See (Vatican City State),1997,Oct,0
340,Other countries,Honduras,1997,Oct,0
344,Other countries,"Hong Kong, SAR of China",1997,Oct,27.863999999999997
352,Other countries,Iceland,1997,Oct,0
356,Other countries,India,1997,Oct,40.567
360,Other countries,Indonesia,1997,Oct,81
364,Other countries,Iran,1997,Oct,341.624
368,Other countries,Iraq,1997,Oct,0
376,Other countries,Israel,1997,Oct,1126.614
388,Other countries,Jamaica,1997,Oct,0
392,Other countries,Japan,1997,Oct,1.966
400,Other countries,Jordan,1997,Oct,0
404,Other countries,Kenya,1997,Oct,0
410,Other countries,"Korea, Republic of",1997,Oct,0.268
408,Other countries,"Korea, Democratic People's Republic of",1997,Oct,819.6480000000001
414,Other countries,Kuwait,1997,Oct,16.671
418,Other countries,Lao,1997,Oct,0
422,Other countries,Lebanon,1997,Oct,1296
430,Other countries,Liberia,1997,Oct,0
434,Other countries,Libya,1997,Oct,0
438,Other countries,Liechtenstein,1997,Oct,0
446,Other countries,Macau,1997,Oct,0
807,Other countries,Macedonia (FYR),1997,Oct,0
450,Other countries,Madagascar,1997,Oct,0
454,Other countries,Malawi,1997,Oct,0
458,Other countries,Malaysia,1997,Oct,0
462,Other countries,Maldives,1997,Oct,0
466,Other countries,Mali,1997,Oct,0
584,Other countries,Marshall Islands,1997,Oct,0
478,Other countries,Mauritania,1997,Oct,0
480,Other countries,Mauritius,1997,Oct,0
484,Other countries,Mexico,1997,Oct,0
492,Other countries,Monaco,1997,Oct,0
496,Other countries,Mongolia,1997,Oct,0
499,Other countries,Montenegro,1997,Oct,0
504,Other countries,Morocco,1997,Oct,0
508,Other countries,Mozambique,1997,Oct,0
104,Other countries,Myanmar,1997,Oct,0
516,Other countries,Namibia,1997,Oct,0
520,Other countries,Nauru,1997,Oct,0
524,Other countries,Nepal,1997,Oct,0
530,Other countries,Netherlands Antilles,1997,Oct,0
554,Other countries,New Zealand,1997,Oct,0
558,Other countries,Nicaragua,1997,Oct,0
562,Other countries,Niger,1997,Oct,0
566,Other countries,Nigeria,1997,Oct,0
570,Other countries,Niue,1997,Oct,0
578,Other countries,Norway,1997,Oct,288.414
512,Other countries,Oman,1997,Oct,0
586,Other countries,Pakistan,1997,Oct,0
591,Other countries,Panama,1997,Oct,69.036
600,Other countries,Paraguay,1997,Oct,0
604,Other countries,Peru,1997,Oct,0
608,Other countries,Philippines,1997,Oct,0
630,Other countries,Puerto Rico,1997,Oct,0
634,Other countries,Qatar,1997,Oct,0
646,Other countries,Rwanda,1997,Oct,0
654,Other countries,Saint Helena,1997,Oct,0
674,Other countries,San Marino,1997,Oct,0
682,Other countries,Saudi Arabia,1997,Oct,0
686,Other countries,Senegal,1997,Oct,0
688,Other countries,Serbia,1997,Oct,0
891,Other countries,Serbia and  Montenegro,1997,Oct,8.46
690,Other countries,Seychelles,1997,Oct,0
694,Other countries,Sierra Leone,1997,Oct,0
702,Other countries,Singapore,1997,Oct,0
706,Other countries,Somalia,1997,Oct,0
710,Other countries,South Africa,1997,Oct,0
144,Other countries,Sri Lanka,1997,Oct,61.955
729,Other countries,Sudan,1997,Oct,0
740,Other countries,Suriname,1997,Oct,0
748,Other countries,Swaziland,1997,Oct,0
756,Other countries,Switzerland,1997,Oct,219.245
760,Other countries,Syrian,1997,Oct,67.92899999999999
158,Other countries,"Taiwan, Province of China",1997,Oct,0
834,Other countries,Tanzania,1997,Oct,0
764,Other countries,Thailand,1997,Oct,0
626,Other countries,Timor-LESTE,1997,Oct,0
768,Other countries,Togo,1997,Oct,0
776,Other countries,Tonga,1997,Oct,0
780,Other countries,Trinidad and Tobago,1997,Oct,0
788,Other countries,Tunisia,1997,Oct,0
792,Other countries,Turkey,1997,Oct,7348.830000000002
796,Other countries,Turks and Caicos Islands,1997,Oct,0
798,Other countries,Tuvalu,1997,Oct,0
800,Other countries,Uganda,1997,Oct,0
784,Other countries,United Arab Emirates,1997,Oct,1711.5839999999996
840,Other countries,United States,1997,Oct,12181.737099999998
858,Other countries,Uruguay,1997,Oct,0
862,Other countries,Venezuela,1997,Oct,0
704,Other countries,Viet Nam,1997,Oct,0
92,Other countries,"Virgin Islands, British",1997,Oct,7.995
850,Other countries,"Virgin Islands, U.S",1997,Oct,0
732,Other countries,Western Sahara,1997,Oct,0
887,Other countries,Yemen,1997,Oct,0
894,Other countries,Zambia,1997,Oct,0
716,Other countries,Zimbabwe,1997,Oct,0
40,EU countries,Austria,1997,Nov,585.1170000000003
56,EU countries,Belgium,1997,Nov,536.815
100,EU countries,Bulgaria,1997,Nov,2875.5209999999993
191,EU countries,Croatia,1997,Nov,0
196,EU countries,Cyprus,1997,Nov,3.0009999999999994
203,EU countries,Czech Republic,1997,Nov,294.0270000000001
208,EU countries,Denmark,1997,Nov,335.44999999999993
233,EU countries,Estonia,1997,Nov,21.484
246,EU countries,Finland,1997,Nov,327.757
250,EU countries,France,1997,Nov,1396.362
276,EU countries,Germany,1997,Nov,3899.2869999999975
300,EU countries,Greece,1997,Nov,1393.0960000000005
348,EU countries,Hungary,1997,Nov,386.28800000000024
372,EU countries,Ireland,1997,Nov,8.27
380,EU countries,Italy,1997,Nov,4435.389
428,EU countries,Latvia,1997,Nov,16.502000000000002
440,EU countries,Lithuania,1997,Nov,134.309
442,EU countries,Luxembourg,1997,Nov,0
470,EU countries,Malta,1997,Nov,7.819
528,EU countries,Netherlands,1997,Nov,1084.325
616,EU countries,Poland,1997,Nov,98.96300000000001
620,EU countries,Portugal,1997,Nov,12.088000000000001
642,EU countries,Romania,1997,Nov,2920.9689999999996
703,EU countries,Slovakia,1997,Nov,10.026
705,EU countries,Slovenia,1997,Nov,0
724,EU countries,Spain,1997,Nov,135.45200000000003
752,EU countries,Sweden,1997,Nov,13.854
826,EU countries,United Kingdom,1997,Nov,3280.296500000001
51,CIS counrties,Armenia,1997,Nov,1646.1949999999997
31,CIS counrties,Azerbaijan,1997,Nov,10397.890999999998
112,CIS counrties,Belarus,1997,Nov,146.867
398,CIS counrties,Kazakhstan,1997,Nov,230.118
417,CIS counrties,Kyrgyzstan,1997,Nov,245.038
498,CIS counrties,Moldova,1997,Nov,8.128
643,CIS counrties,Russia,1997,Nov,5226.481000000002
762,CIS counrties,Tajikistan,1997,Nov,2.704
795,CIS counrties,Turkmenistan,1997,Nov,209.57100000000003
804,CIS counrties,Ukraine,1997,Nov,4113.209999999999
860,CIS counrties,Uzbekistan,1997,Nov,549.239
4,Other countries,Afghanistan,1997,Nov,0
8,Other countries,Albania,1997,Nov,0
12,Other countries,Algeria,1997,Nov,0
20,Other countries,Andorra,1997,Nov,0
24,Other countries,Angola,1997,Nov,0
660,Other countries,Anguilla,1997,Nov,0
28,Other countries,Antigua and Barbuda,1997,Nov,0
32,Other countries,Argentina,1997,Nov,0
36,Other countries,Australia,1997,Nov,554.848
44,Other countries,Bahamas,1997,Nov,0
48,Other countries,Bahrain,1997,Nov,4.174
50,Other countries,Bangladesh,1997,Nov,0
52,Other countries,Barbados,1997,Nov,0
84,Other countries,Belize,1997,Nov,0
204,Other countries,Benin,1997,Nov,0
60,Other countries,Bermuda,1997,Nov,0
64,Other countries,Bhutan,1997,Nov,0
70,Other countries,Bosnia and Herzegovina,1997,Nov,0
72,Other countries,Botswana,1997,Nov,12.454
76,Other countries,Brazil,1997,Nov,17.302999999999997
86,Other countries,British Indian Ocean Territory,1997,Nov,0
96,Other countries,Brunei Darussalam,1997,Nov,0
854,Other countries,Burkina Faso,1997,Nov,0
108,Other countries,Burundi,1997,Nov,0
116,Other countries,Cambodia,1997,Nov,0
120,Other countries,Cameroon,1997,Nov,0
124,Other countries,Canada,1997,Nov,16.201999999999998
132,Other countries,Cape Verde,1997,Nov,0.2
136,Other countries,Cayman Islands,1997,Nov,0
140,Other countries,Central African Republic,1997,Nov,0
152,Other countries,Chile,1997,Nov,0
156,Other countries,China,1997,Nov,204.75900000000001
162,Other countries,Christmas Island,1997,Nov,0
170,Other countries,Colombia,1997,Nov,0.341
178,Other countries,Congo,1997,Nov,0
180,Other countries,Congo DR,1997,Nov,0
188,Other countries,Costa Rica,1997,Nov,0
384,Other countries,Cote d'ivoire,1997,Nov,0
192,Other countries,Cuba,1997,Nov,0
262,Other countries,Djibouti,1997,Nov,0
212,Other countries,Dominica,1997,Nov,0
214,Other countries,Dominican Republic,1997,Nov,0
218,Other countries,Ecuador,1997,Nov,161.11200000000002
818,Other countries,Egypt,1997,Nov,0
222,Other countries,EL Salvador,1997,Nov,0
226,Other countries,Equatorial Guinea,1997,Nov,0
231,Other countries,Ethiopia,1997,Nov,0
238,Other countries,Falkland Islands (Malvinas),1997,Nov,0
234,Other countries,Faroe Islands,1997,Nov,0
260,Other countries,Franch Southern Territories,1997,Nov,0
254,Other countries,French Guiana,1997,Nov,0
258,Other countries,French Polynesia,1997,Nov,0
266,Other countries,Gabon,1997,Nov,0
270,Other countries,Gambia,1997,Nov,0
288,Other countries,Ghana,1997,Nov,0
292,Other countries,Gibraltar,1997,Nov,0
308,Other countries,Grenada,1997,Nov,0
320,Other countries,Guatemala,1997,Nov,0
324,Other countries,Guinea,1997,Nov,0
328,Other countries,Guyana,1997,Nov,0
332,Other countries,Haiti,1997,Nov,0
336,Other countries,Holy See (Vatican City State),1997,Nov,0
